,movies,year,imdb,metascore,votes,n_imdb
2780,Masterminds,2016,5.8,47,42084,58
2781,The Light Between Oceans,2016,7.2,60,42017,72
2782,Florence Foster Jenkins,2016,6.9,71,42004,69
2783,The Girl with All the Gifts,2016,6.7,67,41852,67
2784,Free State of Jones,2016,6.9,53,40652,69
2785,"I, Daniel Blake",2016,7.9,78,40020,79
2786,Keanu,2016,6.3,63,39189,63
2787,The Salesman,2016,7.8,85,36904,78
2788,The Boss,2016,5.4,40,36638,54
2789,Ben-Hur,2016,5.7,38,35793,57
2790,Toni Erdmann,2016,7.4,93,35552,74
2791,Imperium,2016,6.5,68,35460,65
2792,Anthropoid,2016,7.2,59,35264,72
2793,The Belko Experiment,2016,6.1,44,35062,61
2794,The Forest,2016,4.8,34,34712,48
2795,Blair Witch,2016,5.0,47,34444,50
2796,Meet the Blacks,2016,6.0,26,33761,60
2797,A Hologram for the King,2016,6.1,58,33527,61
2798,Morgan,2016,5.8,48,33191,58
2799,Free Fire,2016,6.4,63,32779,64
2800,The Do-Over,2016,5.7,22,30758,57
2801,The Wailing,2016,7.4,81,30474,74
2802,Before I Wake,2016,6.2,68,29335,62
2803,Race,2016,7.1,56,29096,71
2804,20th Century Women,2016,7.3,83,28896,73
2805,American Honey,2016,7.0,79,28662,70
2806,The Take,2016,6.3,48,28559,63
2807,Logan,2017,8.1,77,510372,81
2808,Wonder Woman,2017,7.5,76,437812,75
2809,Dunkirk,2017,8.0,94,419985,80
2810,Star Wars: The Last Jedi,2017,7.2,85,416710,72
2811,Guardians of the Galaxy Vol. 2,2017,7.7,67,412523,77
2812,Thor: Ragnarok,2017,7.9,74,388962,79
2813,Spider-Man: Homecoming,2017,7.5,73,359437,75
2814,Get Out,2017,7.7,84,333820,77
2815,Blade Runner 2049,2017,8.1,81,332841,81
2816,Baby Driver,2017,7.6,86,325723,76
2817,It,2017,7.4,69,307839,74
2818,Justice League,2017,6.6,45,285209,66
2819,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,280586,82
2820,The Shape of Water,2017,7.4,87,252323,74
2821,John Wick: Chapter 2,2017,7.5,75,243899,75
2822,Coco,2017,8.4,81,219677,84
2823,Beauty and the Beast,2017,7.2,65,217197,72
2824,Kong: Skull Island,2017,6.7,62,216355,67
2825,Alien: Covenant,2017,6.4,65,209512,64
2826,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,207188,66
2827,Jumanji: Welcome to the Jungle,2017,7.0,58,206051,70
2828,Kingsman: The Golden Circle,2017,6.8,44,203452,68
2829,War for the Planet of the Apes,2017,7.5,82,184700,75
2830,The Fate of the Furious,2017,6.7,56,167715,67
2831,Life,2017,6.6,54,165043,66
2832,Ghost in the Shell,2017,6.4,52,161047,64
2833,Murder on the Orient Express,2017,6.5,52,156696,65
2834,King Arthur: Legend of the Sword,2017,6.8,41,156006,68
2835,The Greatest Showman,2017,7.7,48,155495,77
2836,Lady Bird,2017,7.5,94,147642,75
2837,The Hitman's Bodyguard,2017,6.9,47,144826,69
2838,Wind River,2017,7.8,73,144217,78
2839,The Mummy,2017,5.5,34,141346,55
2840,Bright,2017,6.4,29,135493,64
2841,Mother!,2017,6.6,75,135314,66
2842,Atomic Blonde,2017,6.7,63,135133,67
2843,Valerian and the City of a Thousand Planets,2017,6.5,51,126790,65
2844,Call Me by Your Name,2017,8.0,93,126093,80
2845,Baywatch,2017,5.6,37,116822,56
2846,American Made,2017,7.2,65,115805,72
2847,Darkest Hour,2017,7.4,75,113559,74
2848,"I, Tonya",2017,7.5,77,111640,75
2849,Transformers: The Last Knight,2017,5.2,27,106420,52
2850,The Lego Batman Movie,2017,7.3,75,104774,73
2851,The Dark Tower,2017,5.7,34,97530,57
2852,The Disaster Artist,2017,7.5,76,95186,75
2853,The Big Sick,2017,7.6,86,94049,76
2854,Logan Lucky,2017,7.0,78,93939,70
2855,The Post,2017,7.2,83,88716,72
2856,Wonder,2017,8.0,66,88592,80
2857,T2 Trainspotting,2017,7.2,67,86330,72
2858,Power Rangers,2017,6.0,44,85816,60
2859,The Boss Baby,2017,6.3,50,84474,63
2860,Molly's Game,2017,7.5,71,82785,75
2861,Despicable Me 3,2017,6.3,49,80432,63
2862,Annabelle: Creation,2017,6.5,62,78258,65
2863,Fifty Shades Darker,2017,4.6,33,75121,46
2864,Gifted,2017,7.6,60,73600,76
2865,xXx: Return of Xander Cage,2017,5.2,42,72933,52
2866,What Happened to Monday,2017,6.9,47,72862,69
2867,The Killing of a Sacred Deer,2017,7.0,73,72687,70
2868,The Foreigner,2017,7.0,55,71538,70
2869,Phantom Thread,2017,7.6,90,70316,76
2870,Geostorm,2017,5.3,21,68760,53
2871,The Circle,2017,5.3,43,66153,53
2872,Happy Death Day,2017,6.5,57,64976,65
2873,Okja,2017,7.3,75,64538,73
2874,It Comes at Night,2017,6.2,78,61950,62
2875,Death Note,2017,4.6,43,61432,46
2876,Downsizing,2017,5.7,63,60207,57
2877,Going in Style,2017,6.6,50,59980,66
2878,The Florida Project,2017,7.6,92,59587,76
2879,Gerald's Game,2017,6.6,77,52013,66
2880,Shot Caller,2017,7.3,59,51103,73
2881,American Assassin,2017,6.2,45,50911,62
2882,Cars 3,2017,6.8,59,50701,68
2883,Jigsaw,2017,5.8,39,49455,58
2884,All the Money in the World,2017,6.9,72,49411,69
2885,The Mountain Between Us,2017,6.4,48,49025,64
2886,A Dog's Purpose,2017,7.0,43,47330,70
2887,The Death of Stalin,2017,7.2,88,47174,72
2888,You Were Never Really Here,2017,6.9,84,47073,69
2889,Good Time,2017,7.3,80,44414,73
2890,The Emoji Movie,2017,3.2,12,42785,32
2891,The Ritual,2017,6.3,57,42113,63
2892,The Snowman,2017,5.1,23,41798,51
2893,A Ghost Story,2017,6.8,84,40288,68
2894,Hostiles,2017,7.2,65,39581,72
2895,Daddy's Home 2,2017,6.0,30,38469,60
2896,The Beguiled,2017,6.3,77,38432,63
2897,The Square,2017,7.3,73,37371,73
2898,Brawl in Cell Block 99,2017,7.1,79,37204,71
2899,Battle of the Sexes,2017,6.7,73,36907,67
2900,The Space Between Us,2017,6.4,33,36822,64
2901,Pitch Perfect 3,2017,5.9,40,36782,59
2902,Paddington 2,2017,7.9,88,35798,79
2903,Only the Brave,2017,7.7,72,35567,77
2904,Detroit,2017,7.4,77,35394,74
2905,Rough Night,2017,5.2,51,35191,52
2906,47 Metres Down,2017,5.6,52,34951,56
2907,Before I Fall,2017,6.4,58,34756,64
2908,I Don't Feel at Home in This World Anymore.,2017,6.9,75,32938,69
2909,Ferdinand,2017,6.7,58,32874,67
2910,CHIPS,2017,6.0,28,32829,60
2911,Loving Vincent,2017,7.8,62,32759,78
2912,Fist Fight,2017,5.6,37,31570,56
2913,War Machine,2017,6.0,56,31488,60
2914,Rings,2017,4.5,25,31488,45
2915,Jungle,2017,6.7,48,31016,67
2916,Flatliners,2017,5.2,27,29332,52
2917,Mudbound,2017,7.4,85,29123,74
2918,1922,2017,6.3,70,29045,63
2919,The House,2017,5.6,30,28987,56
2920,To the Bone,2017,6.9,64,28554,69
2921,The Zookeeper's Wife,2017,7.0,57,27854,70
2922,Snatched,2017,4.4,45,27730,44
2923,Stronger,2017,7.0,76,27617,70
2924,Girls Trip,2017,6.2,71,26275,62
2925,Kidnap,2017,5.9,44,26228,59
2926,The Meyerowitz Stories (New and Selected),2017,7.0,79,26184,70
2927,A Bad Moms Christmas,2017,5.5,42,26127,55
2928,Suburbicon,2017,5.6,42,25919,56
2929,Icarus,2017,8.0,68,24125,80
2930,Ingrid Goes West,2017,6.6,71,23598,66
2931,The Shack,2017,6.3,32,23285,63
2932,Sleepless,2017,5.6,34,23141,56
2933,"Everything, Everything",2017,6.4,52,22957,64
2934,The Discovery,2017,6.3,54,22257,63
2935,Victoria & Abdul,2017,6.8,58,21738,68
2936,The Ottoman Lieutenant,2017,6.7,26,21454,67
2937,Table 19,2017,5.8,40,20446,58
2938,Unlocked,2017,6.2,46,20436,62
2939,Cargo,2017,6.3,65,20103,63
2940,Captain Underpants: The First Epic Movie,2017,6.2,69,20036,62
2941,Loveless,2017,7.7,86,19772,77
2942,I Kill Giants,2017,6.2,74,19522,62
2943,The Glass Castle,2017,7.2,56,19309,72
2944,Home Again,2017,5.8,41,19113,58
2945,"Roman J. Israel, Esq.",2017,6.4,58,18843,64
2946,The Wall,2017,6.2,57,18336,62
2947,Thoroughbreds,2017,6.8,75,17799,68
